Country,Code,ContinentCode,Year,Hospital beds,Hospital beds per 1000 people,Nurse to hospital bed ratio,Doctors per 1000 people,Nurses per 1000 people,Midwives per 1000 people,Midwives per 1000 live births,Dentists per 1000 people,Pharmacists per 1000 people,Physiotherapists per 1000 people,Computed tomography scanners per million people,Magnetic resonance imaging units per million people,Mammographs per million people
Italy,ITA,EU,1966,515607,9.82,,,,,,,,,,,
Italy,ITA,EU,1967,528276,9.99,,,,,,,,,,,
Italy,ITA,EU,1968,542834,10.2,,,,,,,,,,,
Italy,ITA,EU,1969,560336,10.47,,,,,,,,,,,
Italy,ITA,EU,1970,568513,10.56,,,,,,,,,,,
Italy,ITA,EU,1971,572304,10.58,,,,,,,,,,,
Italy,ITA,EU,1972,575162,10.58,,,,,,,,,,,
Italy,ITA,EU,1973,576744,10.53,,,,,,,,,,,
Italy,ITA,EU,1974,583646,10.59,,,,,,,,,,,
Italy,ITA,EU,1975,588103,10.61,,,,,,,,,,,
Italy,ITA,EU,1976,582003,10.45,,,,,,,,,,,
Italy,ITA,EU,1977,573923,10.26,,,,,,,,,,,
Italy,ITA,EU,1978,562329,10.01,,,,,,,,,,,
Italy,ITA,EU,1979,554595,9.85,,,,,,,,,,,
Italy,ITA,EU,1980,542260,9.61,,,,,,,,,,,
Italy,ITA,EU,1981,529221,9.37,,,,,,,,,,,
Italy,ITA,EU,1982,515407,9.12,,,,,,,,,,,
Italy,ITA,EU,1983,500828,8.85,,,,,,,,,,,
Italy,ITA,EU,1984,481413,8.51,,,,,,,,,,,
Italy,ITA,EU,1985,470579,8.32,,,,,,,,,,,
Italy,ITA,EU,1986,450337,7.96,,,,,,,,,,,
Italy,ITA,EU,1987,440187,7.78,,,,,,,,,,,
Italy,ITA,EU,1988,424417,7.49,,,,,,,,,,,
Italy,ITA,EU,1989,399700,7.05,,,,,,,,,,,
Italy,ITA,EU,1990,410026,7.23,,,,,,,,,,,
Italy,ITA,EU,1991,385691,6.8,,,,,,,,,,,
Italy,ITA,EU,1992,389457,6.86,,,,,,,,,,,
Italy,ITA,EU,1993,380420,6.69,,,,,,,,,,,
Italy,ITA,EU,1994,373408,6.57,,,,,,,,,,,
Italy,ITA,EU,1995,356242,6.27,,,,,,,,,,,
Italy,ITA,EU,1996,372352,6.55,,,,,,,,,,,
Italy,ITA,EU,1997,334613,5.88,,,,,,,,,14.8,4.11,
Italy,ITA,EU,1998,315848,5.55,,,,,,,,,18.01,5.82,
Italy,ITA,EU,1999,280438,4.93,,,,,,,,,18.99,6.25,
Italy,ITA,EU,2000,268057,4.71,,3.44,,,,,,,21.13,7.76,
Italy,ITA,EU,2001,262861,4.61,,3.51,,,,,,,23.01,9.07,
Italy,ITA,EU,2002,253411,4.44,,3.57,,,,,,,24.05,10.85,
Italy,ITA,EU,2003,239566,4.18,1.11,3.63,5.24,,,,,,23.92,11.9,
Italy,ITA,EU,2004,231915,4.02,1.13,3.7,5.12,,,,,,26.23,14.09,
Italy,ITA,EU,2005,234375,4.04,1.09,3.72,4.98,,,,,,27.82,15.01,
Italy,ITA,EU,2006,232168,3.99,1.14,3.72,5.14,,,,,,29.29,16.96,
Italy,ITA,EU,2007,228286,3.91,1.19,3.8,5.27,,,,,,30.55,18.77,27.11
Italy,ITA,EU,2008,223015,3.79,1.23,3.79,5.26,,,,,,30.96,20.06,30.68
Italy,ITA,EU,2009,218264,3.69,1.26,3.79,5.25,,,,,,31.85,21.59,32.02
Italy,ITA,EU,2010,215980,3.64,1.27,3.82,5.23,,,,,,32.17,22.47,32.29
Italy,ITA,EU,2011,208854,3.52,1.31,3.9,5.2,,,,,0.85,32.62,24.17,33.21
Italy,ITA,EU,2012,203723,3.42,1.32,3.87,5.11,,,,,0.96,33.29,24.62,33.47
Italy,ITA,EU,2013,199474,3.31,1.35,3.9,5.08,0.25,29.14,0.78,1.14,0.94,33.1,25.2,33.52
Italy,ITA,EU,2014,195189,3.21,1.36,3.88,5.28,0.26,31.1,0.78,1.16,1,32.9,26.19,33.9
Italy,ITA,EU,2015,194065,3.2,1.36,3.84,5.44,0.26,32.15,0.78,1.15,0.98,33.31,28.24,33.89
Italy,ITA,EU,2016,192315,3.17,1.36,3.95,5.57,0.27,34.87,0.8,1.16,1.01,34.29,28.4,34.18
Italy,ITA,EU,2017,192548,3.18,1.36,3.99,5.8,0.28,36.46,0.82,1.17,1.01,34.57,28.66,33.65
Italy,ITA,EU,2018,189753,3.14,1.41,3.98,5.74,0.28,38.22,0.83,1.19,1.02,35.15,28.68,33.88
Italy,ITA,EU,2019,188909,3.16,1.42,4.05,6.16,0.29,41.07,0.87,1.26,1.1,36.45,30.22,34.51
Italy,ITA,EU,2020,189351,3.19,,4,6.28,0.29,42.58,0.87,1.24,1.19,37.5,31.24,35.3
Italy,ITA,EU,2021,,,,4.13,6.26,0.29,,0.86,1.24,,40.06,34.2,35.28
Japan,JPN,AS,1960,,,,1.02,,,,,,,,,
Japan,JPN,AS,1961,,,,1.02,,,,,,,,,
Japan,JPN,AS,1962,,,,1.03,,,,,,,,,
Japan,JPN,AS,1963,,,,1.02,,,,,,,,,
Japan,JPN,AS,1964,,,,1.03,,,,,,,,,
Japan,JPN,AS,1965,,,,1.03,,,,,,,,,
Japan,JPN,AS,1966,,,,1.04,,,,,,,,,
Japan,JPN,AS,1967,,,,1.04,,,,,,,,,
Japan,JPN,AS,1968,,,,1.05,,,,,,,,,
Japan,JPN,AS,1969,,,,1.06,,,,,,,,,
Japan,JPN,AS,1970,,,,1.08,,,,,,,,,
Japan,JPN,AS,1971,,,,1.1,,,,,,,,,
Japan,JPN,AS,1972,,,,1.11,,,,,,,,,
Japan,JPN,AS,1973,,,,1.1,,,,,,,,,
Japan,JPN,AS,1974,,,,1.1,,,,,,,,,
Japan,JPN,AS,1975,,,,1.13,,,,,,,,,
Japan,JPN,AS,1976,,,,1.14,,,,,,,,,
Japan,JPN,AS,1977,,,,1.15,,,,,,,,,
Japan,JPN,AS,1978,,,,1.18,,,,,,,,,
Japan,JPN,AS,1979,,,,1.23,,,,,,,,,
Japan,JPN,AS,1980,,,,1.27,,,,0.44,0.54,,,,
Japan,JPN,AS,1981,,,,1.32,,,,0.47,0.57,,14.36,,
Japan,JPN,AS,1982,,,,1.35,,,,0.47,0.59,,,,
Japan,JPN,AS,1984,,,,1.44,,,,0.51,0.62,,24.26,,
Japan,JPN,AS,1985,,,,,,,,,0.63,,,,
Japan,JPN,AS,1986,,,,1.51,,,,0.53,0.65,,,,
Japan,JPN,AS,1987,,,,,,,,,,,37.25,,
Japan,JPN,AS,1988,,,,1.58,,,,0.56,0.69,,,,
Japan,JPN,AS,1990,,,,1.65,,,,0.58,0.73,,55.18,6.12,
Japan,JPN,AS,1992,,,,1.7,,,,0.61,0.77,,,,
Japan,JPN,AS,1993,1946035,15.58,,,,,,,,,63.7,12.48,
Japan,JPN,AS,1994,1939314,15.48,,1.77,,,,0.63,0.85,,,,
Japan,JPN,AS,1995,1929196,15.36,,,,,,,,,,,
Japan,JPN,AS,1996,1911408,15.19,,1.84,,,,0.66,0.94,,74.7,18.75,
Japan,JPN,AS,1997,1900555,15.06,,,,,,,,,,,
Japan,JPN,AS,1998,1891945,14.96,,1.89,,,,0.68,1.03,,,,
Japan,JPN,AS,1999,1872351,14.78,,,,,,,,,84.41,23.19,
Japan,JPN,AS,2000,1864008,14.69,,1.93,,,,0.7,1.13,,,,
Japan,JPN,AS,2001,1856341,14.58,,,,,,,,,,,
Japan,JPN,AS,2002,1839189,14.43,0.43,1.98,8.43,0.17,18.84,0.71,1.21,,92.62,35.32,
Japan,JPN,AS,2003,1820035,14.26,0.44,,,,,,,,,,
Japan,JPN,AS,2004,1812554,14.2,0.45,2.03,8.79,0.18,20.36,0.73,1.29,,,,
Japan,JPN,AS,2005,1798473,14.08,0.46,,,,,,,,,40.14,
Japan,JPN,AS,2006,1786487,13.97,0.47,2.08,9.14,0.18,21.23,0.74,1.36,,,,
Japan,JPN,AS,2007,1775316,13.87,0.48,,,,,,,,,,
Japan,JPN,AS,2008,1755971,13.71,0.5,2.15,9.58,0.19,22.71,0.75,1.45,,96.97,42.96,29.61
Japan,JPN,AS,2009,1743293,13.62,0.51,,,,,,,,,,
Japan,JPN,AS,2010,1730215,13.51,0.53,2.21,10.11,0.21,24.63,0.77,1.54,,,,
Japan,JPN,AS,2011,1712439,13.4,0.54,,,,,,,,101.25,46.86,31.57
Japan,JPN,AS,2012,1703853,13.35,0.55,2.29,10.54,0.22,27.33,0.78,1.61,,,,
Japan,JPN,AS,2013,1695114,13.3,0.57,,,,,,,,,,
Japan,JPN,AS,2014,1680625,13.21,0.58,2.36,10.96,0.24,30.23,0.79,1.7,,107.17,51.69,33.04
Japan,JPN,AS,2015,1673594,13.17,0.59,,,,,,,,,,
Japan,JPN,AS,2016,1664456,13.11,0.6,2.43,11.34,0.25,32.47,0.8,1.81,,,,
Japan,JPN,AS,2017,1653234,13.05,0.6,,,,,,,,111.49,55.21,34.32
Japan,JPN,AS,2018,1641407,12.98,,2.49,11.76,0.26,35.24,0.81,1.9,,,,
Japan,JPN,AS,2019,1620040,12.84,,,,,,,,,,,
Japan,JPN,AS,2020,1593572,12.63,,2.6,12.1,0.26,,0.83,1.99,,115.7,57.39,33.78
Latvia,LVA,EU,1970,28140,11.93,,,,,,,,,,,
Latvia,LVA,EU,1980,34890,13.89,,,,,,,,,,,
Latvia,LVA,EU,1985,35170,13.64,,,,0.71,46.14,,,,,,
Latvia,LVA,EU,1986,36900,14.19,,,,0.7,43.37,,,,,,
Latvia,LVA,EU,1987,37400,14.24,,,,0.68,42.6,,,,,,
Latvia,LVA,EU,1988,37400,14.09,,,,0.67,42.83,,,,,,
Latvia,LVA,EU,1989,35951,13.48,,,5.53,0.57,38.74,,,,,,
Latvia,LVA,EU,1990,35785,13.44,,3.54,5.72,0.55,38.93,,,,,,
Latvia,LVA,EU,1991,35596,13.43,,3.61,5.85,0.47,36.18,,,,,,
Latvia,LVA,EU,1992,33166,12.69,,3.13,5.43,0.45,37.35,0.37,,,,,
Latvia,LVA,EU,1993,31353,12.23,,2.9,5.13,0.41,39.05,0.34,,,,,
Latvia,LVA,EU,1994,30388,12.06,,2.89,4.57,0.38,39.33,0.36,,,,,
Latvia,LVA,EU,1995,27808,11.19,,2.83,4.88,0.37,42.7,0.36,,,,,
Latvia,LVA,EU,1996,25641,10.43,,2.83,4.86,0.36,44.99,0.47,,,,,
Latvia,LVA,EU,1997,23840,9.8,,2.87,4.71,0.34,44.18,0.44,,,,,
Latvia,LVA,EU,1998,23165,9.61,,2.74,4.47,0.34,44.11,0.41,,0.02,,,
Latvia,LVA,EU,1999,21594,9.03,,2.72,4.66,0.26,31.76,0.47,,0.03,,,
Latvia,LVA,EU,2000,20773,8.77,,2.88,4.58,0.2,23.74,0.52,,0.05,8.87,,13.94
Latvia,LVA,EU,2001,19349,8.28,,2.69,4.51,0.2,24.03,0.53,,0.05,8.99,,14.12
Latvia,LVA,EU,2002,18174,7.87,,2.79,4.56,0.2,23.35,0.55,,0.06,9.09,,14.28
Latvia,LVA,EU,2003,18199,7.95,,2.83,4.72,0.2,21.84,0.56,0.56,0.07,13.55,1.31,11.8
Latvia,LVA,EU,2004,17911,7.91,,2.92,4.88,0.21,22.97,0.6,0.55,0.09,15.02,0.88,12.37
Latvia,LVA,EU,2005,17696,7.9,,2.96,5,0.2,20.66,0.63,0.57,0.09,18.31,2.68,14.74
Latvia,LVA,EU,2006,17407,7.85,,3.03,5.61,0.22,21.82,0.65,0.61,0.12,18.48,2.7,14.88
Latvia,LVA,EU,2007,17233,7.83,,3.14,5.53,0.22,19.99,0.66,0.57,0.13,21.81,5,15
Latvia,LVA,EU,2008,16907,7.77,,3.23,5.55,0.22,19.39,0.7,0.62,0.17,23.88,6.89,16.07
Latvia,LVA,EU,2009,14434,6.74,,3.15,4.9,0.21,20.19,0.71,0.64,0.18,25.68,7.47,17.74
Latvia,LVA,EU,2010,11920,5.68,,3.11,5.01,0.19,20.63,0.71,0.68,0.19,29.08,8.1,20.5
Latvia,LVA,EU,2011,12111,5.88,,3.13,4.96,0.2,21.51,0.71,0.66,0.22,31.07,9.22,23.3
Latvia,LVA,EU,2012,11972,5.89,0.56,3.14,4.86,0.19,19.9,0.71,0.69,0.27,32.44,9.83,22.61
Latvia,LVA,EU,2013,11673,5.8,0.57,3.19,4.88,0.2,19.18,0.72,0.8,0.3,34.78,10.43,23.35
Latvia,LVA,EU,2014,11279,5.66,0.59,3.22,4.82,0.2,17.98,0.7,0.78,0.31,36.11,12.54,23.07
Latvia,LVA,EU,2015,11261,5.69,0.57,3.2,4.68,0.2,18.11,0.72,0.8,0.34,36.91,12.64,25.28
Latvia,LVA,EU,2016,11208,5.72,0.56,3.21,4.64,0.21,18.34,0.72,0.84,0.36,36.23,13.78,25.01
Latvia,LVA,EU,2017,10812,5.57,0.57,3.21,4.57,0.21,19.16,0.71,0.95,0.38,39.13,13.9,26.26
Latvia,LVA,EU,2018,10587,5.49,0.55,3.3,4.35,0.21,20.5,0.71,0.86,0.42,38.4,13.49,26.46
Latvia,LVA,EU,2019,10379,5.42,0.55,3.27,4.39,0.21,21.4,0.71,0.84,0.45,37.1,15.15,27.69
Latvia,LVA,EU,2020,10045,5.29,,3.34,4.18,0.21,22.56,0.72,0.87,0.48,37.36,15.79,27.89
Latvia,LVA,EU,2021,,,,,,,,,0.87,,,,
Lithuania,LTU,EU,1960,21740,7.82,,,,,,,,,,,
Lithuania,LTU,EU,1961,22780,8.07,,,,,,,,,,,
Lithuania,LTU,EU,1962,23660,8.26,,,,,,,,,,,
Lithuania,LTU,EU,1963,24660,8.51,,,,,,,,,,,
Lithuania,LTU,EU,1964,25600,8.72,,,,,,,,,,,
Lithuania,LTU,EU,1965,26565,8.94,,,,,,,,,,,
Lithuania,LTU,EU,1966,27955,9.29,,,,,,,,,,,
Lithuania,LTU,EU,1967,29205,9.59,,,,,,,,,,,
Lithuania,LTU,EU,1968,30270,9.83,,,,,,,,,,,
Lithuania,LTU,EU,1969,31380,10.1,,,,,,,,,,,
Lithuania,LTU,EU,1970,32370,10.31,,,,,,,,,,,
Lithuania,LTU,EU,1971,33170,10.43,,,,,,,,,,,
Lithuania,LTU,EU,1972,33970,10.57,,,,,,,,,,,
Lithuania,LTU,EU,1973,34670,10.69,,,,,,,,,,,
Lithuania,LTU,EU,1974,35450,10.83,,,,,,,,,,,
Lithuania,LTU,EU,1975,36870,11.17,,,,,,,,,,,
Lithuania,LTU,EU,1976,37680,11.32,,,,,,,,,,,
Lithuania,LTU,EU,1977,38280,11.41,,,,,,,,,,,
Lithuania,LTU,EU,1978,39080,11.56,,,,,,,,,,,
Lithuania,LTU,EU,1979,39980,11.77,,,,,,,,,,,
Lithuania,LTU,EU,1980,41185,12.07,,,,,,,,,,,
Lithuania,LTU,EU,1981,41885,12.2,,,,,,,,,,,
Lithuania,LTU,EU,1982,42490,12.29,,,,,,,,,,,
Lithuania,LTU,EU,1983,43085,12.36,,,,,,,,,,,
Lithuania,LTU,EU,1984,44085,12.54,,,,,,,,,,,
Lithuania,LTU,EU,1985,45285,12.78,,,,,,,,,,,
Lithuania,LTU,EU,1986,45685,12.77,,,,,,,,,,,
Lithuania,LTU,EU,1987,46275,12.8,,,,,,,,,,,
Lithuania,LTU,EU,1988,46815,12.81,,,,,,,,,,,
Lithuania,LTU,EU,1989,46640,12.66,,,,,,,,,,,
Lithuania,LTU,EU,1990,46175,12.49,,,,,,,,,,,
Lithuania,LTU,EU,1991,46173,12.47,,,8.92,0.53,35.2,,,,,,
Lithuania,LTU,EU,1992,44569,12.05,,3.58,8.94,0.5,33.81,0.55,,0.66,,,
Lithuania,LTU,EU,1993,43584,11.84,,3.61,8.84,0.5,38.43,0.53,,0.7,,,
Lithuania,LTU,EU,1994,40863,11.17,,3.69,8.98,0.48,41.51,0.5,0.52,0.78,,,
Lithuania,LTU,EU,1995,39703,10.94,,3.68,8.94,0.5,44.35,0.47,0.59,0.79,,,
Lithuania,LTU,EU,1996,38171,10.6,,3.72,8.98,0.5,45.85,0.46,0.58,0.84,,,
Lithuania,LTU,EU,1997,34318,9.6,,3.76,8.83,0.46,43.48,0.59,0.58,0.85,,,
Lithuania,LTU,EU,1998,32185,9.07,,3.72,8.75,0.45,43.52,0.63,0.58,0.81,,,
Lithuania,LTU,EU,1999,31552,8.95,,3.71,7.93,0.42,40.48,0.65,0.59,0.86,,,
Lithuania,LTU,EU,2000,30912,8.83,0.57,3.63,7.63,0.39,40.29,0.68,0.59,0.86,6.57,0.29,4
Lithuania,LTU,EU,2001,28923,8.33,0.6,3.63,7.57,0.39,43.13,0.7,0.62,0.83,7.2,0.86,4.03
Lithuania,LTU,EU,2002,27892,8.1,0.6,3.7,7.44,0.36,41.81,0.65,0.61,0.81,8.71,0.87,4.07
Lithuania,LTU,EU,2003,26823,7.85,0.61,3.67,7.32,0.33,37.6,0.67,0.66,0.84,9.08,0.88,4.1
Lithuania,LTU,EU,2004,25551,7.57,0.63,3.63,7.25,0.32,36.14,0.65,,0.81,11.55,1.18,3.85
Lithuania,LTU,EU,2005,24200,7.28,0.66,3.72,7.3,0.31,34.5,0.71,,0.85,12.04,1.5,4.21
Lithuania,LTU,EU,2006,23424,7.16,0.68,3.79,7.38,0.3,32.7,0.66,,0.83,12.84,3.06,5.81
Lithuania,LTU,EU,2007,23233,7.19,0.67,3.88,7.37,0.29,31.48,0.72,,0.84,10.52,3.4,5.88
Lithuania,LTU,EU,2008,22958,7.18,0.69,3.88,7.47,0.29,29.46,0.69,,0.88,13.76,4.38,7.82
Lithuania,LTU,EU,2009,22719,7.18,0.69,3.85,7.36,0.29,28.07,0.74,,0.86,16.12,5.37,9.17
Lithuania,LTU,EU,2010,22190,7.16,0.69,3.95,7.37,0.29,28.92,0.79,,0.91,18.73,4.84,12.59
Lithuania,LTU,EU,2011,22511,7.43,0.68,4.1,7.54,0.3,29.6,0.82,,0.95,20.14,5.94,14.2
Lithuania,LTU,EU,2012,22246,7.45,0.68,4.22,7.59,0.3,29.35,0.9,,1.02,23.76,10.04,13.39
Lithuania,LTU,EU,2013,21628,7.31,0.69,4.28,7.55,0.3,30.18,0.91,,1.02,23.67,10.48,13.19
Lithuania,LTU,EU,2014,21300,7.26,0.7,4.31,7.6,0.31,29.83,0.91,,1.04,22.17,10.57,13.64
Lithuania,LTU,EU,2015,20236,6.97,0.73,4.34,7.66,0.31,28.98,0.91,,1.1,21,11.02,14.11
Lithuania,LTU,EU,2016,19193,6.69,0.77,4.47,7.7,0.32,30.08,0.97,,1.16,23.01,12.2,14.64
Lithuania,LTU,EU,2017,18548,6.56,0.78,4.56,7.71,0.32,31.47,1,0.99,1.19,23.33,12.37,15.91
Lithuania,LTU,EU,2018,18025,6.43,0.81,4.6,7.78,0.32,31.4,1.03,1.03,1.34,24.27,12.49,15.71
Lithuania,LTU,EU,2019,17733,6.35,0.82,4.57,7.74,0.32,32.64,1.05,1.03,1.34,26.48,13.96,15.75
Lithuania,LTU,EU,2020,16802,6.01,,4.48,7.81,0.31,34.8,1.11,1.03,1.11,31.13,14.31,18.25
Lithuania,LTU,EU,2021,,,,,,,,,,,29.33,,17.88
Luxembourg,LUX,EU,1960,,,,1.01,,,,,,,,,
Luxembourg,LUX,EU,1961,,,,1.02,,,,,,,,,
Luxembourg,LUX,EU,1962,,,,1.02,,,,,,,,,
Luxembourg,LUX,EU,1963,,,,1.02,,,,,,,,,
Luxembourg,LUX,EU,1964,,,,1.01,,,,,,,,,
Luxembourg,LUX,EU,1965,,,,1.02,,,,,,,,,
Luxembourg,LUX,EU,1966,,,,1.04,,,,,,,,,
Luxembourg,LUX,EU,1967,,,,1.04,,,,,,,,,
Luxembourg,LUX,EU,1968,,,,1.07,,,,,,,,,
Luxembourg,LUX,EU,1969,,,,1.08,,,,,,,,,
Luxembourg,LUX,EU,1970,,,,1.13,,,,,,,,,
Luxembourg,LUX,EU,1971,,,,1.16,,,,,,,,,
Luxembourg,LUX,EU,1972,,,,1.16,,,,,,,,,
Luxembourg,LUX,EU,1973,,,,1.17,,,,,,,,,
Luxembourg,LUX,EU,1974,,,,1.2,,,,,,,,,
Luxembourg,LUX,EU,1975,,,,1.26,,,,,,,,,
Luxembourg,LUX,EU,1976,,,,1.26,,,,,,,,,
Luxembourg,LUX,EU,1977,,,,1.26,,,,,,,,,
Luxembourg,LUX,EU,1978,,,,1.46,,,,,,,,,
Luxembourg,LUX,EU,1979,,,,1.58,,,,,,,,,
Luxembourg,LUX,EU,1980,,,,1.71,,,,0.36,0.61,,2.75,,
Luxembourg,LUX,EU,1981,,,,1.54,,,,0.33,0.65,,5.48,,
Luxembourg,LUX,EU,1982,,,,1.66,,,,0.39,0.65,,5.47,,
Luxembourg,LUX,EU,1983,,,,1.71,,,,0.4,0.67,,5.47,,
Luxembourg,LUX,EU,1984,,,,1.74,,,,0.43,0.69,,5.46,,
Luxembourg,LUX,EU,1985,,,,1.81,,,,0.46,0.69,,5.45,,
Luxembourg,LUX,EU,1986,,,,1.86,,,,0.49,0.71,,5.43,,
Luxembourg,LUX,EU,1987,,,,1.8,,,,0.47,0.74,,5.39,,
Luxembourg,LUX,EU,1988,,,,1.9,,,,0.48,0.77,,5.36,,
Luxembourg,LUX,EU,1989,,,,1.97,,,,0.51,0.78,,5.3,,
Luxembourg,LUX,EU,1990,,,,2.01,,,,0.52,0.8,,5.24,2.62,
Luxembourg,LUX,EU,1991,,,,2.02,,,,0.51,0.82,,5.17,2.58,
Luxembourg,LUX,EU,1992,,,,2.08,,,,0.52,0.86,,22.95,2.55,25.5
Luxembourg,LUX,EU,1993,,,,2.13,,,,0.51,0.56,,22.64,2.52,25.16
Luxembourg,LUX,EU,1994,,,,2.16,,,,0.52,0.57,,27.3,2.48,24.82
Luxembourg,LUX,EU,1995,,,,2.24,6.95,0.18,13.84,0.55,0.58,0.62,26.92,2.45,24.47
Luxembourg,LUX,EU,1996,,,,2.31,7.16,0.19,14.06,0.56,0.61,0.79,26.56,2.41,24.14
Luxembourg,LUX,EU,1997,,,,2.4,7.32,0.2,14.9,0.58,0.59,0.73,26.22,2.38,23.84
Luxembourg,LUX,EU,1998,,,,2.44,7.25,0.2,15.78,0.62,0.62,0.72,25.9,2.35,23.55
Luxembourg,LUX,EU,1999,,,,2.49,7.31,0.22,16.66,0.62,0.64,0.7,25.55,2.32,23.23
Luxembourg,LUX,EU,2000,,,,2.15,7.38,0.22,16.95,0.6,0.64,0.69,25.21,2.29,22.92
Luxembourg,LUX,EU,2001,,,,2.21,7.47,0.22,17.4,0.62,0.67,0.69,24.91,2.26,22.65
Luxembourg,LUX,EU,2002,,,,2.26,7.76,0.23,19.27,0.65,0.69,0.72,24.65,4.48,22.41
Luxembourg,LUX,EU,2003,,,,2.38,8.94,0.25,21.5,0.65,0.71,0.9,26.57,11.07,22.14
Luxembourg,LUX,EU,2004,2929,6.39,,2.42,9.09,0.27,22.56,0.77,0.7,0.95,28.38,10.91,21.83
Luxembourg,LUX,EU,2005,2691,5.79,,2.55,10.97,0.33,28.67,0.8,0.7,0.96,27.95,10.75,21.5
Luxembourg,LUX,EU,2006,2671,5.65,,2.61,10.94,0.33,27.93,0.79,0.71,1.03,27.51,10.58,21.16
Luxembourg,LUX,EU,2007,2721,5.67,,2.68,,0.34,29.94,0.8,0.71,1.16,27.08,10.42,22.92
Luxembourg,LUX,EU,2008,2721,5.57,,2.72,,0.34,30.02,0.81,0.7,1.46,26.6,12.28,22.51
Luxembourg,LUX,EU,2009,2721,5.47,,2.7,11.12,0.36,31.39,0.82,0.72,1.54,26.12,14.06,20.09
Luxembourg,LUX,EU,2010,2721,5.37,1.31,2.77,11.05,0.36,31.32,0.83,0.74,1.58,25.64,13.81,19.73
Luxembourg,LUX,EU,2011,2736,5.28,1.32,2.78,11.27,0.36,33.34,0.84,0.72,1.66,25.08,13.5,15.43
Luxembourg,LUX,EU,2012,2736,5.15,1.4,2.81,11.92,0.37,32.36,0.83,0.72,1.79,24.48,13.18,13.18
Luxembourg,LUX,EU,2013,2810,5.17,1.39,2.83,11.93,0.37,33.2,0.85,0.7,1.86,22.08,12.88,12.88
Luxembourg,LUX,EU,2014,2811,5.05,1.4,2.88,11.97,0.35,32.13,0.86,0.69,1.93,21.57,12.58,12.58
Luxembourg,LUX,EU,2015,2825,4.96,1.4,2.91,11.91,0.36,33.85,0.89,0.7,1.95,17.56,12.29,12.29
Luxembourg,LUX,EU,2016,2804,4.81,,2.88,11.72,0.36,34.88,0.94,0.7,1.98,17.14,12,12
Luxembourg,LUX,EU,2017,2780,4.66,,2.98,11.72,0.36,34.66,0.97,0.7,2.01,16.77,11.74,11.74
Luxembourg,LUX,EU,2018,2740,4.51,,,,,,,,,16.45,11.51,11.51
Luxembourg,LUX,EU,2019,2644,4.26,,,,,,,,,16.13,14.52,11.29
Luxembourg,LUX,EU,2020,2644,4.19,,,,,,,,,22.21,17.45,11.1
Luxembourg,LUX,EU,2021,2652,4.18,,,,,,,,,22.06,17.33,11.03
Mexico,MEX,NA,1990,85155,1.01,,0.97,1.75,,,0.05,,,,,
Mexico,MEX,NA,1991,94182,1.1,,1.16,1.89,,,0.06,,,,,
Mexico,MEX,NA,1992,102562,1.17,,1.31,1.99,,,0.06,,,,,
Mexico,MEX,NA,1993,106620,1.2,,1.46,2.03,,,0.07,,,,,
Mexico,MEX,NA,1994,108563,1.2,,1.56,2.09,,,0.07,,,,,
Mexico,MEX,NA,1995,104254,1.14,,1.65,2.13,,,0.1,,,,,
Mexico,MEX,NA,1996,102908,1.1,,1.65,2.12,,,0.1,,,,,
Mexico,MEX,NA,1997,102395,1.08,,1.69,2.1,,,0.1,,,,,
Mexico,MEX,NA,1998,103662,1.08,,1.71,2.14,,,0.1,,,,,
Mexico,MEX,NA,1999,104639,1.07,,1.71,2.19,,,0.1,,,,,
Mexico,MEX,NA,2000,104112,1.05,,1.63,2.23,,,0.1,,,,,
Mexico,MEX,NA,2001,108553,1.08,,1.52,2.23,,,0.1,,,2.5,1.1,2.82
Mexico,MEX,NA,2002,110984,1.09,,1.53,2.23,,,0.1,,,2.92,1.21,3.39
Mexico,MEX,NA,2003,108783,1.06,,1.58,2.14,,,0.09,,,3,1.34,3.78
Mexico,MEX,NA,2004,111354,1.07,,1.66,2.12,,,0.1,,,2.69,1.12,3.67
Mexico,MEX,NA,2005,110811,1.05,,1.77,2.21,,,0.09,,,2.96,1.15,3.71
Mexico,MEX,NA,2006,109700,1.02,,1.89,2.23,,,0.1,,,3.2,1.21,4.38
Mexico,MEX,NA,2007,114982,1.06,,1.93,2.29,,,0.1,,,3.71,1.43,4.95
Mexico,MEX,NA,2008,114115,1.03,,1.96,2.32,,,0.11,,,4.04,1.47,5.7
Mexico,MEX,NA,2009,114581,1.02,,1.99,2.37,,,0.11,,,4.14,1.8,6.13
Mexico,MEX,NA,2010,119506,1.05,,2,2.42,,,0.12,,,4.75,1.95,7.04
Mexico,MEX,NA,2011,119081,1.03,,2.11,2.52,,,0.12,,,4.62,2.02,7.54
Mexico,MEX,NA,2012,119296,1.02,1.95,2.12,2.56,,,0.12,,,5.13,2.08,9.08
Mexico,MEX,NA,2013,120719,1.02,1.99,2.16,2.62,,,0.12,,,5.38,2.08,9.24
Mexico,MEX,NA,2014,121475,1.01,2.03,2.23,2.69,,,0.13,,,5.7,2.28,9.56
Mexico,MEX,NA,2015,120735,0.99,2.09,2.33,2.77,,,0.13,,,5.51,2.34,9.84
Mexico,MEX,NA,2016,121794,0.99,2.17,2.34,2.87,,,0.14,,,5.93,2.54,9.78
Mexico,MEX,NA,2017,121728,0.98,2.24,2.4,2.87,,,0.14,,,5.89,2.64,9.97
